,q_num,user,rank,feature_rank,activity
0,611.0,829571.0,1439.0,"[1, 3, 2]",comment
1,611.0,1423280.0,2360.0,"[3, 2, 1]",edit
2,611.0,1267768.0,5360.0,"[1, 3, 2]",answer
3,611.0,365237.0,5472.0,"[3, 2, 1]",comment
4,611.0,1160961.0,7135.0,"[1, 3, 2]",answer
0,612.0,209427.0,927.0,"[3, 2, 1]",answer
1,612.0,808486.0,1675.0,"[3, 1, 2]",answer
2,612.0,35501.0,4461.0,"[3, 2, 1]",answer
3,612.0,243245.0,5065.0,"[1, 3, 2]",favorite
4,612.0,752918.0,5432.0,"[1, 3, 2]",favorite
0,613.0,636019.0,7477.0,"[1, 3, 2]",edit
1,613.0,224671.0,23089.0,"[1, 3, 2]",edit
0,614.0,1401164.0,2164.0,"[2, 3, 1]",edit
1,614.0,1279787.0,5077.0,"[3, 2, 1]",answer
2,614.0,993133.0,6994.0,"[1, 3, 2]",answer
3,614.0,995926.0,7264.0,"[1, 3, 2]",edit
4,614.0,913747.0,31351.0,"[1, 3, 2]",favorite
5,614.0,1570688.0,38032.0,"[1, 2, 3]",favorite
6,614.0,1592796.0,49751.0,"[1, 3, 2]",favorite
7,614.0,2290912.0,57457.0,"[1, 3, 2]",answer
0,615.0,1057230.0,1671.0,"[1, 3, 2]",comment
1,615.0,203657.0,1672.0,"[1, 3, 2]",comment
2,615.0,717214.0,3886.0,"[3, 2, 1]",comment
3,615.0,980521.0,3888.0,"[3, 2, 1]",comment
0,616.0,680925.0,2361.0,"[1, 3, 2]",comment
1,616.0,259067.0,2366.0,"[3, 2, 1]",answer
2,616.0,302139.0,3128.0,"[3, 2, 1]",answer
3,616.0,696632.0,5401.0,"[3, 2, 1]",favorite
4,616.0,749041.0,6020.0,"[3, 2, 1]",edit
5,616.0,3340.0,6200.0,"[3, 2, 1]",comment
0,617.0,276052.0,2563.0,"[1, 3, 2]",comment
1,617.0,312172.0,2573.0,"[1, 3, 2]",edit
2,617.0,155137.0,3939.0,"[3, 2, 1]",answer
3,617.0,190986.0,5109.0,"[1, 3, 2]",comment
0,618.0,912851.0,4470.0,"[3, 2, 1]",answer
1,618.0,977804.0,7517.0,"[1, 3, 2]",comment
2,618.0,4988863.0,46022.0,"[1, 3, 2]",favorite
3,618.0,1523490.0,53816.0,"[1, 3, 2]",favorite
0,619.0,1369739.0,1347.0,"[3, 2, 1]",answer
1,619.0,1374080.0,2211.0,"[3, 2, 1]",comment
2,619.0,558079.0,2906.0,"[3, 2, 1]",answer
3,619.0,1108032.0,3933.0,"[1, 3, 2]",comment
4,619.0,1193808.0,4184.0,"[3, 2, 1]",comment
5,619.0,227140.0,4333.0,"[1, 3, 2]",answer
6,619.0,1349691.0,4753.0,"[3, 2, 1]",answer
0,620.0,555642.0,722.0,"[3, 2, 1]",comment
1,620.0,431270.0,4478.0,"[1, 3, 2]",answer
2,620.0,528428.0,6173.0,"[1, 3, 2]",answer
0,621.0,714968.0,2.0,"[1, 3, 2]",favorite
1,621.0,230513.0,1011.0,"[1, 3, 2]",comment
2,621.0,1252391.0,1075.0,"[3, 2, 1]",edit
3,621.0,1057230.0,1770.0,"[1, 3, 2]",comment
0,622.0,680925.0,1410.0,"[1, 3, 2]",comment
1,622.0,690553.0,2675.0,"[3, 2, 1]",comment
2,622.0,116639.0,3426.0,"[1, 3, 2]",comment
3,622.0,438154.0,3965.0,"[3, 2, 1]",comment
4,622.0,199305.0,5981.0,"[1, 3, 2]",comment
0,623.0,418556.0,0.0,"[1, 2, 3]",edit
1,623.0,507348.0,13.0,"[3, 2, 1]",comment
2,623.0,754095.0,188.0,"[3, 2, 1]",comment
3,623.0,1114171.0,5711.0,"[1, 3, 2]",favorite
0,624.0,571407.0,1.0,"[1, 3, 2]",comment
1,624.0,1021602.0,25.0,"[3, 2, 1]",comment
2,624.0,637853.0,1846.0,"[1, 3, 2]",comment
3,624.0,239916.0,1934.0,"[3, 2, 1]",comment
4,624.0,1358722.0,3222.0,"[1, 3, 2]",favorite
5,624.0,978502.0,3607.0,"[3, 2, 1]",answer
6,624.0,872501.0,3652.0,"[3, 2, 1]",answer
0,625.0,157882.0,1188.0,"[1, 3, 2]",edit
1,625.0,216021.0,3677.0,"[3, 2, 1]",answer
2,625.0,1181998.0,4245.0,"[3, 2, 1]",edit
3,625.0,3885376.0,54302.0,"[1, 3, 2]",edit
0,626.0,852809.0,860.0,"[2, 3, 1]",favorite
1,626.0,207421.0,1366.0,"[1, 3, 2]",answer
2,626.0,1439337.0,1418.0,"[3, 2, 1]",answer
3,626.0,32746.0,35058.0,"[1, 3, 2]",edit
0,627.0,81328.0,1049.0,"[3, 2, 1]",answer
1,627.0,1324485.0,1230.0,"[3, 2, 1]",answer
2,627.0,1090657.0,1231.0,"[3, 2, 1]",answer
3,627.0,605744.0,1760.0,"[1, 3, 2]",answer
4,627.0,335858.0,2569.0,"[1, 3, 2]",answer
5,627.0,584862.0,3365.0,"[1, 3, 2]",comment
6,627.0,916657.0,4091.0,"[3, 2, 1]",edit
7,627.0,121747.0,4162.0,"[3, 2, 1]",answer
0,628.0,1113772.0,5938.0,"[1, 2, 3]",answer
0,629.0,644450.0,2978.0,"[2, 3, 1]",answer
0,630.0,418556.0,0.0,"[1, 2, 3]",edit
1,630.0,170243.0,1912.0,"[2, 3, 1]",edit
2,630.0,1180621.0,4552.0,"[3, 2, 1]",answer
3,630.0,2543799.0,58427.0,"[1, 3, 2]",answer
0,631.0,1069002.0,1759.0,"[3, 2, 1]",answer
1,631.0,1057474.0,2145.0,"[3, 2, 1]",answer
0,632.0,402053.0,8033.0,"[1, 3, 2]",answer
0,633.0,714968.0,2.0,"[1, 3, 2]",edit
1,633.0,1351194.0,44.0,"[3, 2, 1]",answer
2,633.0,1356056.0,1042.0,"[2, 3, 1]",edit
3,633.0,1076463.0,2123.0,"[1, 3, 2]",answer
0,634.0,418556.0,0.0,"[1, 2, 3]",answer
1,634.0,805007.0,2860.0,"[3, 2, 1]",answer
0,635.0,714968.0,1276.0,"[1, 3, 2]",edit
1,635.0,1057230.0,2113.0,"[1, 3, 2]",comment
2,635.0,1076463.0,2200.0,"[1, 3, 2]",answer
3,635.0,21234.0,3175.0,"[3, 2, 1]",edit
0,636.0,138475.0,2652.0,"[3, 2, 1]",answer
1,636.0,798818.0,2907.0,"[3, 2, 1]",answer
2,636.0,949359.0,4728.0,"[3, 2, 1]",answer
0,637.0,1161293.0,863.0,"[3, 2, 1]",answer
1,637.0,148978.0,1552.0,"[2, 3, 1]",edit
2,637.0,1219955.0,1785.0,"[3, 2, 1]",answer
3,637.0,1239186.0,59108.0,"[3, 2, 1]",answer
0,638.0,418556.0,0.0,"[1, 2, 3]",edit
1,638.0,726296.0,326.0,"[3, 2, 1]",comment
2,638.0,230513.0,1284.0,"[1, 3, 2]",comment
3,638.0,211197.0,4976.0,"[1, 3, 2]",comment
0,639.0,1319490.0,3344.0,"[3, 2, 1]",edit
0,640.0,418556.0,0.0,"[1, 2, 3]",comment
1,640.0,423578.0,55.0,"[3, 2, 1]",comment
0,641.0,1404885.0,1888.0,"[3, 2, 1]",edit
1,641.0,275097.0,2724.0,"[3, 2, 1]",answer
2,641.0,367273.0,2725.0,"[1, 3, 2]",comment
3,641.0,1206301.0,4439.0,"[3, 2, 1]",comment
4,641.0,898763.0,4643.0,"[3, 2, 1]",comment
5,641.0,2961.0,8499.0,"[1, 3, 2]",comment
6,641.0,20520.0,12904.0,"[1, 3, 2]",answer
0,642.0,714968.0,640.0,"[1, 3, 2]",edit
1,642.0,131872.0,2094.0,"[1, 3, 2]",answer
0,643.0,418556.0,0.0,"[1, 2, 3]",comment
1,643.0,1167210.0,3077.0,"[3, 2, 1]",comment
2,643.0,168175.0,3413.0,"[3, 2, 1]",edit
3,643.0,1248720.0,4072.0,"[3, 2, 1]",comment
4,643.0,1288032.0,36110.0,"[1, 3, 2]",answer
0,644.0,571407.0,1.0,"[1, 3, 2]",answer
1,644.0,260990.0,3271.0,"[1, 3, 2]",answer
2,644.0,265143.0,4798.0,"[3, 1, 2]",comment
3,644.0,1185665.0,5444.0,"[3, 2, 1]",answer
0,645.0,418556.0,0.0,"[1, 2, 3]",comment
1,645.0,720569.0,2866.0,"[3, 2, 1]",comment
2,645.0,254585.0,2875.0,"[3, 2, 1]",edit
3,645.0,1276759.0,3527.0,"[3, 2, 1]",comment
0,646.0,295257.0,376.0,"[2, 3, 1]",edit
1,646.0,37213.0,839.0,"[1, 3, 2]",answer
2,646.0,1465624.0,42265.0,"[1, 3, 2]",comment
0,647.0,384802.0,107.0,"[3, 2, 1]",answer
1,647.0,1279406.0,3142.0,"[3, 2, 1]",answer
2,647.0,697449.0,3729.0,"[3, 1, 2]",answer
3,647.0,86989.0,4129.0,"[3, 2, 1]",comment
4,647.0,104856.0,4715.0,"[3, 2, 1]",answer
5,647.0,966590.0,5195.0,"[1, 3, 2]",comment
0,648.0,248656.0,2100.0,"[3, 2, 1]",answer
1,648.0,330280.0,3088.0,"[3, 2, 1]",edit
2,648.0,507099.0,3864.0,"[3, 2, 1]",comment
3,648.0,313447.0,4301.0,"[3, 2, 1]",answer
4,648.0,1281930.0,6092.0,"[1, 3, 2]",comment
0,649.0,2684.0,6.0,"[3, 2, 1]",comment
1,649.0,618347.0,15.0,"[3, 2, 1]",answer
2,649.0,505722.0,3672.0,"[3, 2, 1]",answer
0,650.0,18771.0,1880.0,"[3, 2, 1]",comment
1,650.0,446747.0,3529.0,"[3, 2, 1]",comment
2,650.0,742103.0,3546.0,"[3, 2, 1]",comment
3,650.0,304.0,4558.0,"[3, 2, 1]",comment
4,650.0,1143392.0,4666.0,"[3, 2, 1]",comment
5,650.0,19068.0,5250.0,"[1, 3, 2]",comment
6,650.0,350421.0,13611.0,"[1, 3, 2]",answer
0,651.0,1232277.0,1272.0,"[3, 2, 1]",favorite
1,651.0,212211.0,1948.0,"[3, 2, 1]",comment
2,651.0,1250303.0,2109.0,"[3, 1, 2]",answer
3,651.0,898289.0,2173.0,"[3, 2, 1]",answer
4,651.0,306848.0,4444.0,"[1, 3, 2]",comment
5,651.0,906048.0,12547.0,"[1, 3, 2]",favorite
0,652.0,104223.0,5866.0,"[1, 3, 2]",answer
0,653.0,1324908.0,1097.0,"[3, 2, 1]",comment
1,653.0,1272824.0,5120.0,"[1, 3, 2]",comment
0,654.0,1031312.0,4862.0,"[3, 2, 1]",edit
0,655.0,207421.0,912.0,"[1, 3, 2]",answer
1,655.0,834362.0,2226.0,"[1, 3, 2]",edit
2,655.0,579580.0,2576.0,"[3, 2, 1]",answer
3,655.0,750040.0,2725.0,"[3, 2, 1]",comment
4,655.0,1166690.0,2786.0,"[3, 2, 1]",favorite
5,655.0,1285418.0,2993.0,"[3, 2, 1]",favorite
6,655.0,1139023.0,3731.0,"[3, 2, 1]",edit
7,655.0,328725.0,4552.0,"[1, 3, 2]",edit
0,656.0,1223962.0,1854.0,"[3, 2, 1]",answer
1,656.0,855395.0,1941.0,"[3, 2, 1]",answer
2,656.0,256196.0,2292.0,"[1, 3, 2]",edit
3,656.0,244128.0,3685.0,"[3, 2, 1]",edit
0,657.0,203907.0,1745.0,"[3, 2, 1]",answer
1,657.0,303598.0,4640.0,"[3, 2, 1]",edit
0,658.0,719884.0,6656.0,"[1, 3, 2]",answer
0,659.0,1611163.0,43204.0,"[1, 3, 2]",answer
0,660.0,506855.0,3517.0,"[3, 2, 1]",answer
1,660.0,1155209.0,5908.0,"[1, 3, 2]",answer
0,661.0,312172.0,2223.0,"[1, 3, 2]",comment
1,661.0,384674.0,3127.0,"[3, 2, 1]",favorite
2,661.0,1264369.0,3212.0,"[3, 2, 1]",answer
3,661.0,493161.0,4430.0,"[1, 3, 2]",comment
0,662.0,326206.0,2411.0,"[3, 2, 1]",edit
1,662.0,1155209.0,4726.0,"[3, 1, 2]",answer
2,662.0,1198897.0,6753.0,"[1, 3, 2]",favorite
3,662.0,79230.0,8516.0,"[1, 3, 2]",favorite
4,662.0,122697.0,17007.0,"[1, 3, 2]",favorite
5,662.0,1263583.0,21669.0,"[1, 3, 2]",answer
6,662.0,204213.0,21672.0,"[1, 3, 2]",favorite
7,662.0,5148088.0,46610.0,"[1, 3, 2]",answer
8,662.0,1710007.0,47148.0,"[1, 3, 2]",answer
9,662.0,1445048.0,48509.0,"[3, 2, 1]",answer
10,662.0,2689110.0,57875.0,"[3, 2, 1]",answer
11,662.0,4515438.0,59051.0,"[1, 3, 2]",answer
0,663.0,921193.0,3291.0,"[3, 2, 1]",edit
1,663.0,154494.0,5336.0,"[1, 3, 2]",comment
0,664.0,20322.0,3524.0,"[1, 3, 2]",answer
1,664.0,331052.0,3621.0,"[3, 2, 1]",comment
2,664.0,501557.0,3801.0,"[3, 2, 1]",comment
3,664.0,489041.0,3808.0,"[3, 2, 1]",comment
4,664.0,433348.0,4316.0,"[3, 2, 1]",answer
5,664.0,1389023.0,5418.0,"[3, 2, 1]",answer
6,664.0,375874.0,6533.0,"[1, 3, 2]",answer
7,664.0,1385039.0,14709.0,"[1, 3, 2]",answer
0,665.0,139985.0,775.0,"[1, 3, 2]",comment
1,665.0,1347121.0,1250.0,"[3, 2, 1]",edit
2,665.0,1110291.0,3424.0,"[1, 3, 2]",comment
0,666.0,218618.0,936.0,"[3, 2, 1]",answer
1,666.0,103154.0,2606.0,"[3, 2, 1]",answer
0,667.0,663593.0,662.0,"[3, 2, 1]",comment
1,667.0,431639.0,3403.0,"[1, 3, 2]",comment
2,667.0,981715.0,3546.0,"[1, 3, 2]",answer
3,667.0,822327.0,3934.0,"[1, 3, 2]",comment
0,668.0,869736.0,1619.0,"[1, 3, 2]",answer
1,668.0,256196.0,3316.0,"[1, 3, 2]",edit
2,668.0,1288.0,7197.0,"[1, 3, 2]",edit
3,668.0,1174287.0,9352.0,"[1, 3, 2]",edit
0,669.0,1073673.0,60.0,"[3, 2, 1]",edit
1,669.0,310455.0,9575.0,"[1, 3, 2]",answer
0,670.0,438992.0,738.0,"[1, 3, 2]",comment
1,670.0,566092.0,4573.0,"[1, 3, 2]",comment
2,670.0,456135.0,5400.0,"[1, 3, 2]",edit
0,671.0,1104582.0,2718.0,"[3, 2, 1]",answer
1,671.0,922584.0,3982.0,"[3, 2, 1]",edit
0,672.0,837652.0,34.0,"[3, 2, 1]",edit
1,672.0,620244.0,2150.0,"[3, 2, 1]",answer
2,672.0,249538.0,3653.0,"[3, 2, 1]",comment
0,673.0,522444.0,1.0,"[1, 3, 2]",comment
1,673.0,714968.0,1288.0,"[1, 3, 2]",comment
2,673.0,478399.0,3272.0,"[1, 3, 2]",answer
0,674.0,247286.0,172.0,"[3, 2, 1]",comment
1,674.0,789657.0,2343.0,"[3, 2, 1]",comment
0,675.0,1219612.0,1127.0,"[3, 2, 1]",answer
1,675.0,906511.0,1629.0,"[3, 2, 1]",edit
2,675.0,129570.0,2063.0,"[1, 3, 2]",answer
3,675.0,237109.0,2940.0,"[3, 2, 1]",comment
4,675.0,1011995.0,4131.0,"[3, 2, 1]",comment
5,675.0,1167744.0,4242.0,"[3, 2, 1]",answer
6,675.0,498609.0,4670.0,"[3, 2, 1]",answer
7,675.0,620244.0,5162.0,"[1, 3, 2]",answer
8,675.0,355231.0,17055.0,"[1, 3, 2]",edit
9,675.0,3789431.0,36470.0,"[1, 3, 2]",answer
10,675.0,6574704.0,47504.0,"[1, 3, 2]",answer
11,675.0,5423668.0,54635.0,"[1, 3, 2]",answer
0,676.0,522444.0,1.0,"[1, 3, 2]",edit
1,676.0,714968.0,2.0,"[1, 3, 2]",edit
2,676.0,203657.0,1816.0,"[1, 3, 2]",comment
3,676.0,1076463.0,1889.0,"[1, 3, 2]",answer
4,676.0,1054727.0,2126.0,"[3, 2, 1]",edit
5,676.0,21234.0,2808.0,"[3, 2, 1]",edit
0,677.0,1197648.0,9474.0,"[1, 3, 2]",answer
1,677.0,1238957.0,56875.0,"[3, 2, 1]",favorite
0,678.0,157882.0,1000.0,"[1, 3, 2]",edit
1,678.0,1045043.0,1970.0,"[3, 2, 1]",edit
2,678.0,1140748.0,2142.0,"[3, 2, 1]",answer
0,679.0,418556.0,0.0,"[1, 2, 3]",comment
1,679.0,689032.0,6882.0,"[1, 3, 2]",comment
0,680.0,1133011.0,3943.0,"[3, 2, 1]",answer
0,681.0,129570.0,2095.0,"[1, 3, 2]",comment
1,681.0,835083.0,2284.0,"[3, 2, 1]",edit
2,681.0,61974.0,2973.0,"[3, 2, 1]",comment
3,681.0,1432740.0,3012.0,"[3, 2, 1]",comment
4,681.0,758133.0,3649.0,"[1, 3, 2]",answer
5,681.0,1396264.0,4807.0,"[1, 3, 2]",edit
6,681.0,341369.0,4926.0,"[1, 3, 2]",comment
7,681.0,1470868.0,12128.0,"[1, 3, 2]",answer
0,682.0,605153.0,2887.0,"[3, 2, 1]",answer
1,682.0,602928.0,3141.0,"[3, 2, 1]",answer
2,682.0,1344008.0,3777.0,"[3, 2, 1]",answer
3,682.0,505714.0,4638.0,"[3, 2, 1]",favorite
0,683.0,179850.0,1066.0,"[1, 3, 2]",comment
1,683.0,1096831.0,1982.0,"[3, 2, 1]",comment
0,684.0,260633.0,2331.0,"[3, 2, 1]",favorite
0,685.0,203907.0,1168.0,"[3, 2, 1]",answer
1,685.0,776084.0,1793.0,"[3, 2, 1]",answer
2,685.0,925899.0,1958.0,"[3, 2, 1]",edit
3,685.0,408808.0,2188.0,"[3, 2, 1]",answer
4,685.0,1565758.0,32937.0,"[1, 3, 2]",answer
0,686.0,1250670.0,2499.0,"[3, 2, 1]",answer
1,686.0,813951.0,3214.0,"[3, 2, 1]",comment
0,687.0,418556.0,0.0,"[1, 2, 3]",edit
0,688.0,1080390.0,3211.0,"[3, 2, 1]",comment
1,688.0,659804.0,3379.0,"[3, 2, 1]",edit
2,688.0,1220963.0,4634.0,"[3, 2, 1]",answer
3,688.0,2279170.0,5006.0,"[3, 2, 1]",answer
4,688.0,160811.0,5401.0,"[3, 2, 1]",answer
5,688.0,301832.0,5798.0,"[3, 2, 1]",answer
0,689.0,1190934.0,3153.0,"[3, 2, 1]",comment
1,689.0,902485.0,10336.0,"[1, 3, 2]",comment
0,690.0,1178189.0,5493.0,"[1, 3, 2]",edit
0,691.0,81179.0,3372.0,"[3, 2, 1]",answer
1,691.0,314763.0,8881.0,"[1, 3, 2]",edit
2,691.0,1407156.0,13458.0,"[1, 3, 2]",answer
0,692.0,197646.0,1475.0,"[3, 2, 1]",answer
1,692.0,131433.0,2115.0,"[3, 2, 1]",answer
2,692.0,1060350.0,2795.0,"[3, 2, 1]",comment
0,693.0,1039613.0,2838.0,"[3, 2, 1]",comment
1,693.0,1073023.0,3532.0,"[3, 2, 1]",answer
2,693.0,218592.0,3598.0,"[3, 2, 1]",answer
3,693.0,1285418.0,3603.0,"[3, 2, 1]",comment
4,693.0,618407.0,4651.0,"[3, 2, 1]",comment
5,693.0,1340910.0,4691.0,"[3, 2, 1]",answer
0,694.0,181772.0,1698.0,"[3, 2, 1]",comment
1,694.0,372643.0,1769.0,"[1, 3, 2]",answer
2,694.0,1285418.0,2135.0,"[3, 1, 2]",favorite
3,694.0,1028560.0,4284.0,"[1, 3, 2]",answer
4,694.0,690854.0,17306.0,"[1, 3, 2]",edit
0,695.0,714968.0,2.0,"[1, 3, 2]",edit
1,695.0,319265.0,1347.0,"[3, 2, 1]",edit
2,695.0,928711.0,2104.0,"[1, 3, 2]",comment
3,695.0,628916.0,3678.0,"[3, 2, 1]",answer
4,695.0,62344.0,6695.0,"[1, 3, 2]",answer
0,696.0,260990.0,2849.0,"[1, 3, 2]",comment
1,696.0,90575.0,3284.0,"[3, 2, 1]",comment
2,696.0,359862.0,3873.0,"[3, 2, 1]",comment
3,696.0,481815.0,18891.0,"[1, 3, 2]",comment
0,697.0,808486.0,2090.0,"[3, 1, 2]",edit
1,697.0,45664.0,3044.0,"[3, 2, 1]",answer
2,697.0,1047448.0,4101.0,"[3, 2, 1]",answer
0,698.0,1130877.0,9266.0,"[1, 3, 2]",answer
1,698.0,2594812.0,35280.0,"[1, 3, 2]",answer
0,699.0,1168884.0,3969.0,"[3, 2, 1]",comment
1,699.0,17175.0,5182.0,"[1, 2, 3]",answer
0,700.0,330847.0,10.0,"[3, 2, 1]",edit
1,700.0,438992.0,1681.0,"[1, 3, 2]",edit
2,700.0,103154.0,4478.0,"[3, 2, 1]",answer
3,700.0,343568.0,5203.0,"[3, 2, 1]",comment
4,700.0,575421.0,6108.0,"[3, 2, 1]",comment
0,701.0,1157660.0,97.0,"[3, 2, 1]",answer
1,701.0,179850.0,751.0,"[1, 3, 2]",edit
2,701.0,584862.0,1400.0,"[1, 3, 2]",comment
3,701.0,1077680.0,2417.0,"[1, 3, 2]",comment
4,701.0,10638.0,5340.0,"[1, 3, 2]",edit
0,702.0,719919.0,1129.0,"[3, 2, 1]",edit
1,702.0,589259.0,1216.0,"[3, 2, 1]",comment
0,703.0,207421.0,1026.0,"[1, 3, 2]",comment
1,703.0,166611.0,2219.0,"[3, 2, 1]",answer
2,703.0,277304.0,4198.0,"[3, 2, 1]",comment
3,703.0,523391.0,4419.0,"[3, 2, 1]",answer
4,703.0,1466970.0,42225.0,"[1, 3, 2]",edit
0,704.0,898372.0,427.0,"[2, 3, 1]",edit
0,705.0,518004.0,1358.0,"[3, 2, 1]",comment
1,705.0,9686.0,2640.0,"[3, 2, 1]",answer
2,705.0,1228454.0,3071.0,"[3, 2, 1]",comment
0,706.0,745808.0,279.0,"[3, 2, 1]",answer
1,706.0,829571.0,1527.0,"[1, 3, 2]",comment
2,706.0,1107999.0,2593.0,"[3, 2, 1]",answer
3,706.0,50079.0,2642.0,"[3, 2, 1]",answer
4,706.0,898289.0,3081.0,"[3, 2, 1]",answer
5,706.0,1228887.0,3234.0,"[3, 1, 2]",answer
0,707.0,572670.0,2543.0,"[1, 3, 2]",answer
1,707.0,1073063.0,2624.0,"[3, 2, 1]",answer
2,707.0,948268.0,3215.0,"[3, 2, 1]",answer
3,707.0,271357.0,3572.0,"[3, 2, 1]",answer
4,707.0,923560.0,3700.0,"[3, 2, 1]",favorite
5,707.0,3885376.0,52322.0,"[1, 3, 2]",favorite
0,708.0,1151203.0,25.0,"[3, 2, 1]",edit
1,708.0,20394.0,1467.0,"[3, 2, 1]",answer
2,708.0,1007845.0,1696.0,"[3, 2, 1]",comment
3,708.0,1081110.0,1777.0,"[3, 2, 1]",comment
4,708.0,983430.0,1901.0,"[3, 2, 1]",comment
5,708.0,548634.0,2103.0,"[3, 2, 1]",answer
6,708.0,260633.0,2197.0,"[3, 2, 1]",comment
7,708.0,8500062.0,36518.0,"[1, 3, 2]",answer
0,709.0,410946.0,569.0,"[3, 2, 1]",favorite
1,709.0,949300.0,1697.0,"[3, 2, 1]",comment
2,709.0,364206.0,1768.0,"[3, 2, 1]",favorite
3,709.0,31158.0,1973.0,"[3, 2, 1]",answer
4,709.0,7345.0,2642.0,"[2, 3, 1]",favorite
5,709.0,502059.0,8228.0,"[1, 3, 2]",favorite
0,710.0,483728.0,1261.0,"[3, 2, 1]",answer
1,710.0,29157.0,2775.0,"[3, 2, 1]",favorite
2,710.0,1073550.0,12484.0,"[1, 3, 2]",answer
0,711.0,969325.0,4974.0,"[1, 3, 2]",comment
0,712.0,122441.0,13.0,"[3, 2, 1]",favorite
1,712.0,1417114.0,3683.0,"[3, 2, 1]",answer
2,712.0,1103606.0,5104.0,"[3, 2, 1]",answer
0,713.0,1179694.0,1154.0,"[3, 2, 1]",comment
1,713.0,1173422.0,2325.0,"[3, 2, 1]",answer
0,714.0,998983.0,2179.0,"[3, 2, 1]",favorite
1,714.0,260990.0,3079.0,"[1, 3, 2]",answer
2,714.0,341929.0,12881.0,"[1, 3, 2]",comment
3,714.0,432903.0,14948.0,"[1, 3, 2]",favorite
4,714.0,184184.0,18112.0,"[1, 3, 2]",edit
5,714.0,1117531.0,24555.0,"[1, 3, 2]",favorite
6,714.0,2272030.0,44609.0,"[1, 3, 2]",favorite
7,714.0,2233125.0,47479.0,"[1, 2, 3]",favorite
0,715.0,1425488.0,1980.0,"[3, 2, 1]",answer
1,715.0,721269.0,3251.0,"[3, 2, 1]",comment
2,715.0,760656.0,3531.0,"[3, 2, 1]",comment
0,716.0,297042.0,849.0,"[3, 2, 1]",comment
1,716.0,61974.0,2683.0,"[3, 2, 1]",comment
2,716.0,626318.0,3077.0,"[3, 2, 1]",answer
3,716.0,227267.0,5871.0,"[1, 3, 2]",comment
0,717.0,449288.0,1272.0,"[3, 2, 1]",answer
1,717.0,776084.0,3274.0,"[1, 3, 2]",answer
2,717.0,852240.0,3741.0,"[3, 2, 1]",answer
3,717.0,1007273.0,3959.0,"[3, 2, 1]",answer
4,717.0,266956.0,3997.0,"[3, 2, 1]",answer
5,717.0,393657.0,4323.0,"[3, 2, 1]",answer
6,717.0,1153988.0,4417.0,"[3, 2, 1]",comment
7,717.0,1178016.0,6263.0,"[1, 3, 2]",answer
0,718.0,571407.0,1.0,"[1, 3, 2]",answer
1,718.0,1276252.0,2980.0,"[3, 2, 1]",comment
2,718.0,1145285.0,3975.0,"[3, 1, 2]",comment
3,718.0,1049521.0,4413.0,"[3, 2, 1]",comment
0,719.0,680925.0,1107.0,"[1, 3, 2]",answer
1,719.0,1333133.0,2097.0,"[3, 2, 1]",answer
2,719.0,2104303.0,45957.0,"[1, 2, 3]",favorite
0,720.0,21234.0,2213.0,"[1, 3, 2]",comment
1,720.0,270143.0,3317.0,"[3, 2, 1]",comment
0,721.0,640558.0,4294.0,"[3, 2, 1]",edit
1,721.0,45108.0,6334.0,"[1, 3, 2]",answer
0,722.0,21234.0,2117.0,"[1, 3, 2]",edit
1,722.0,659804.0,2449.0,"[3, 1, 2]",answer
2,722.0,243875.0,2557.0,"[3, 2, 1]",answer
3,722.0,1064325.0,4346.0,"[3, 2, 1]",edit
4,722.0,4071413.0,44380.0,"[1, 3, 2]",answer
5,722.0,2822252.0,49721.0,"[1, 3, 2]",comment
6,722.0,2046862.0,51475.0,"[1, 3, 2]",answer
7,722.0,1237575.0,56807.0,"[1, 3, 2]",favorite
0,723.0,492749.0,71.0,"[3, 2, 1]",edit
1,723.0,296328.0,2896.0,"[3, 1, 2]",comment
2,723.0,839601.0,5645.0,"[1, 3, 2]",favorite
0,724.0,14955.0,1629.0,"[3, 2, 1]",comment
1,724.0,1236720.0,2338.0,"[3, 2, 1]",edit
2,724.0,763029.0,3328.0,"[1, 3, 2]",edit
3,724.0,1101579.0,3467.0,"[1, 3, 2]",comment
0,725.0,383861.0,1737.0,"[1, 3, 2]",comment
1,725.0,267197.0,1964.0,"[3, 2, 1]",comment
0,726.0,1163300.0,6337.0,"[1, 3, 2]",answer
0,727.0,179850.0,2317.0,"[1, 3, 2]",edit
1,727.0,373962.0,3929.0,"[3, 2, 1]",answer
2,727.0,784597.0,4647.0,"[3, 2, 1]",edit
3,727.0,189992.0,6140.0,"[3, 2, 1]",answer
4,727.0,996305.0,17997.0,"[1, 3, 2]",favorite
0,728.0,300082.0,1653.0,"[3, 2, 1]",answer
1,728.0,871611.0,2515.0,"[3, 2, 1]",comment
2,728.0,21234.0,2710.0,"[3, 1, 2]",edit
3,728.0,753769.0,5911.0,"[1, 3, 2]",comment
4,728.0,410946.0,8454.0,"[1, 3, 2]",favorite
5,728.0,7964197.0,40393.0,"[1, 3, 2]",answer
6,728.0,1469259.0,42660.0,"[1, 3, 2]",answer
0,729.0,1026572.0,5361.0,"[3, 2, 1]",answer
0,730.0,22656.0,779.0,"[1, 3, 2]",answer
1,730.0,1064728.0,2247.0,"[3, 2, 1]",comment
2,730.0,671543.0,2465.0,"[3, 2, 1]",answer
3,730.0,1093528.0,2737.0,"[3, 2, 1]",comment
